@id,@lon,@lat,name,opening_hours,website,phone,addr:street
1652773155,2.2249651,48.8159764,,,,,
1655054445,2.3649323,48.8298443,Coiffure,,,,
1662568079,2.2968293,48.7427069,,,,,
1668437070,2.3434912,48.8947332,Coiffure Lilas,,,,
1668652215,2.3773805,48.8500782,Hårig,,,,
1668751635,2.3467910,48.8938800,,,,,
1668753171,2.3469728,48.8939833,JB Afro Coiffure,,,,
1668784946,2.3435010,48.8928310,Saint's,,,,
1669015335,2.3412270,48.8945930,Isabelle,,,,
1670109502,2.3587330,48.8710530,Atelier 46,,,,
1670262033,2.3593660,48.8688160,,,,,
1670308745,2.3614812,48.8710382,Afro Beauté,,,,
1674779622,2.2734059,48.8123542,,,,,
1674945173,2.3443760,48.8928940,Biguine,,,,
1675825625,2.2285415,48.8336978,Coiffures,,,,
1675825716,2.2305739,48.8377060,Coiffure,Tu-Sa 09:00-20:00,,+33 1 46 04 49 84,
1677009078,2.2315157,48.8401258,Salon de Coiffure Mixte,,,+33 1 46 04 53 22,
1685663909,2.3283244,48.7981686,Anaqa Coiffure,09:30-20:00,,,
1687529875,2.3349150,48.7949584,Un Look Pour Tous,Tu-Fr 09:00-18:30; Sa 09:00-18:00,,+33 1 46 65 04 14,
1696573875,2.2257893,48.7862237,,,,,
1696573965,2.2273879,48.7869217,Sergio Bossi,,,,Galerie du Patio
1696573971,2.2258858,48.7865630,,,,,
1696573975,2.2272216,48.7868404,Gianni Capelli,,,,Galerie du Patio
1696573988,2.2262238,48.7866337,YMD Coiffure Beauté,,,,Square des Colonnes
1696574000,2.2252662,48.7863173,Salon Harmonie Coiffure,,,,Place d'Orion
1696599243,2.2348035,48.7871935,Florence Coiffure,,,,Allée Marcel Simon
1698194803,2.1809426,48.8644588,Bianchini Coiffure,Tu We Fr 10:00-19:00; Th 14:00-20:00; Sa 09:00-18:00,,,
1699177479,2.3437061,48.8682862,Franck Provost,,www.franckprovost.com,,Rue Montmartre
1699294658,2.2642594,48.8271545,Franck Provost,,https://www.franckprovost.com,+33 1 46 44 12 88,
1719158939,2.2815957,48.9812437,L'Atelier du Cheveu,,,+33 1 39 59 86 74,
1722770337,2.1725248,48.7312188,,,,,
1728923529,2.2477251,48.8975756,Salon Zen,,,,
1728952869,2.2479199,48.8971052,Saint Algue,Mo-Th 09:30-19:30  Fr 09:30-20:00  Sa 09:00-19:30,,,
1728965441,2.2481250,48.8970787,Jean Louis David,Mo-Th 10:00-19:00  Fr 10:00-20:00  Sa 09:30-19:00,,,
1732756838,2.3335184,48.7653148,Youfna Coiffure,,,,
1738551289,2.3028565,48.7416116,,,,,
1744841762,2.4835484,48.8372516,,,,,
1746547216,2.4054683,48.8526711,Floo,,,,
1749515403,2.4752406,48.8196575,Y,,,,Allée Raymond Nègre
1749516893,2.4755625,48.8202050,Studio 7,,,,Avenue du Général Galliéni
1749517190,2.4771994,48.8198914,Tchip,,,,Avenue du Général Galliéni
1749517306,2.4645402,48.8200864,Patrick Coiffure,,,,
1749518503,2.4648505,48.8196442,Alain Zinzius,,,,Rue De Paris
1756731234,2.2965025,48.8457646,Coiffure Théâtre,,,,
1756731235,2.2995588,48.8420134,Coiffure,,,,
1756731436,2.2997061,48.8400395,,,,,
1763653620,2.4830275,48.8417094,,,,,
1765475949,2.4207028,48.8143662,Marieva,,,,
1768578151,2.3049553,48.8194620,Salon de coiffure,,,,
1775407489,2.4063156,48.8522096,Bruno Romain,,,,
1780803712,2.1873192,48.9247863,Coiffeur,,,,
1780823325,2.1879965,48.9239739,Coiffeur,,,,
1780838543,2.1880923,48.9223220,Coiffeur,,,,
1780840491,2.1876010,48.9218460,Nina Perle,Tu-Th 10:00-19:00; Fr Sa 09:00-19:00,,,
1780846521,2.1849931,48.9208601,Coiffeur,,,,
1781570199,2.2935623,48.9112345,,,,,
1784890688,2.1909648,48.7837888,Salon R. Vinet,,,,
1789070686,2.4774496,48.8005190,Imagin Hair,,,,
1793385448,2.2862575,48.8985878,JLD,,,,
1793396454,2.2866494,48.8985571,Nuance Coiffure,,,,
1795714856,2.2861017,48.8987299,,,,,
1800021340,2.4772855,48.7999120,Au Bel Air,,,,
1800079541,2.3455666,48.7512218,Eric Sabine,Tu-Th 09:00-19:00  Fr 09:00-20:00  Sa 08:30-18:00,,,
1800360010,2.3442683,48.8265344,Beauty Zen,Tu-Sa 09:30-19:00; Fr 09:30-20:00,http://beauty-zen.fr/,+33 1 45 89 83 83,
1801655943,2.2942462,48.9241358,Saint Algue,,,,
1802179917,2.3529463,48.8732178,Loumi's,,https://www.facebook.com/Loumis.saladbar/,,
1805535859,2.4733809,48.8063899,Michel Coiffure,,,,
1805535865,2.4732816,48.8062406,Barber Family,,,,
1805549267,2.4737397,48.8069940,Xavier C,,,,
1812754631,2.3350855,48.7795330,JL,Tu-Fr 09:30-19:00; Sa 09:00-18:30,,+33 1 45 47 15 00,
1813475601,2.3151612,48.7833879,Sabrina Cargioli,Tu We Fr Sa 09:00-19:00; Th 09:00-20:00,,,
1821668277,2.3319905,48.8774852,Appear Coiffure,,,+33 1 48 78 26 06,
1821733119,2.3358164,48.8751361,Atmosp'Hair,,,,
1823551380,2.3289319,48.8800343,Frank Provost,,,,
1823551383,2.3282237,48.8820342,ID Prestige,Mo Tu Th-Sa 10:00-19:00,,,
1824215411,2.4732970,48.8068719,Jose Saint-Gil,,,,
1824267540,2.4736779,48.8071952,,,,,
1824314651,2.4713922,48.8075506,Hairmax,,,,
1824358398,2.4713105,48.8088960,Chrysalide,,,,
1824369403,2.4720444,48.8061194,,,,,
1824397678,2.4709931,48.8074312,Bellita Coiffure,,,,
1824978326,2.3478506,48.7458833,Francis,Tu-Sa 09:00-19:00,,,Rue de l'Abreuvoir
1827278635,2.2448019,48.7117648,Franck Provost,,,,
1834701143,2.2888984,48.8333665,Franck Besson,,https://www.franckbesson.com/,,Rue de Vaugirard
1845801484,2.4849116,48.7981972,Alain Coiffure,,,,
1850617195,2.2580061,48.8938346,,,,,
1850629103,2.2516761,48.8953423,,,,,
1850629508,2.2525130,48.8947216,,,,,
1851328426,2.1939538,48.9280225,,,,,
1868646456,2.3662446,48.8827940,,,,,
1869860405,2.3468280,48.8823545,Coiffure,,,,
1872840145,2.3673769,48.8838820,Coiffure Stalingrad,,,,
1872840152,2.3652044,48.8832885,Minivague,,,,
1872840239,2.3614721,48.8829260,Coiffure,,,,
1882370344,2.4066609,48.7469555,,,,,
1882370351,2.4072510,48.7436551,,,,,
1882370358,2.4086940,48.7449321,Coif & Co,,,,
1888477404,2.4000180,48.9153471,,,,,
1896253439,2.3350180,48.8903797,À la Pointe,,,,Rue Lamarck
1899126648,2.4629771,48.8870932,,,,,
1900947458,2.2891632,48.8342219,Laurence Coiffure,Tu-Th 09:30-19:00; Fr 10:00-20:00; Sa 09:00-18:00,,,Rue de Cadix
1901230397,2.2889421,48.8341223,Martine,,,,Rue de Cadix
1909223605,2.3378271,48.8958845,,,,,
1909839933,2.3285704,48.8969789,V.I.P. Street,,,,
1910433729,2.3612925,48.8329254,,,,,
1913309147,2.3104485,48.8157805,Avant Première,,,+33 1 47 35 24 76,
1916015743,2.2893734,48.8355193,Choki Choki,,,,
1927701139,2.4880156,48.9358925,Marie-Jo Coiffure,Mo-Fr 08:30-18:30  Sa 08:30-18:00,,+33148699489,
1932019691,2.2388927,48.8802097,Lorentz,Tu We Fr 10:00-19:00  Th 10:30-20:30  Sa 09:30-19:00,,,
1932019692,2.2390761,48.8801129,Coiffure Wallace,Mo-We Sa 09:30-19:00  Th Fr 09:30-21:00,,+33 1 42 04 17 70,Boulevard Richard Wallace
1936260063,2.2540365,48.9466500,Miss Afro-Antilles,Mo-Su 10:00-20:00,,,
1936548497,2.3232848,48.7768826,Le Mille Coupes de Joe,Tu-Fr 09:00-18:00; Sa 09:00-16:00,,,
1938060938,2.1870008,48.9263830,Lorenza Coiffure,,,,
1938224986,2.2622863,48.7804582,Fabio Salsa,,,,
1939330466,2.2837084,48.8403795,Studio 148,Tu-Sa 09:00-19:00,,,
1946026252,2.2283461,48.8205432,Atelier Modelo,Tu-We PH 10:00-19:00;Th PH 12:30-19:00;Fr PH 10:00-19:00;Sa PH 09:00-18:00,,+33 1 41 41 41 46,Rue Marcel Allégot
1950692270,2.4001576,48.8579603,Oum Coiffure,,,,
1958246256,2.2496737,48.8956376,Alain Pagès,Mo-We Fr 10:00-19:00  Th 10:00-20:00  Sa 09:00-18:30,,,
1958261348,2.2500824,48.8954601,Franck Provost,Tu-Fr 09:30-19:30  Sa 09:30-18:30,,,
1959485989,2.4172159,48.9922016,,,,,
1971973006,2.2474874,48.8984022,Espace Philippe Abrial,Mo-Fr 10:00-19:00  Sa 09:00-16:00,,,
1972349096,2.2061731,48.8221043,Jean Louis David,,,,Grande Rue
1985716414,2.2284907,48.9535797,Soleil Coiffure,,,,
1985727886,2.2262046,48.9529342,Val Coiffure,Tu-Su 09:00-20:00,,,
1986773307,2.3944790,48.8362030,Elisa Nail,,,,
1986773310,2.3934192,48.8364891,Tchip,Mo-Sa 10:00-19:00,,,Rue de Wattignies
1986773314,2.3940504,48.8376018,,,,,
1986819815,2.2757276,48.8537096,,,,,
1987166878,2.2846130,48.8612448,Gloria Coiffure,,,,Avenue Paul Doumer
1987167002,2.2891209,48.8652480,,,,,
1988202607,2.2346951,48.8964320,Franck Provost,,,,
1988202697,2.2372046,48.8969720,Jean-Claude Biguine,,,,
1991004293,2.2367101,48.8077804,Franck Provost,Tu-Fr 09:30-19:00; Sa 09:00-19:00; PH off,,+33 1 46 26 60 90,Rue de Paris
1993520799,2.2036931,48.8714100,Steph'R,,,,
1999941519,2.2886865,48.8354394,L'endroit,,,,
2003145938,2.3508335,48.8627384,Dessange,,,,
2003328904,2.3799395,48.8471234,Coiffure Mixte,Tu-Sa 08:00-18:30,,,
2004322687,2.2339358,48.8274564,Franck Provost,Mo-We  Fr 10:00-19:30; Th 10:00-20:00; Sa 09:30-19:00,,,Cours de l'Île Seguin
2012741936,2.2846145,48.7925525,,,,,
2012787524,2.2889795,48.7908577,Franck Provost,,,+33147026122,Avenue Jean et Maurice Dolivet
2012791989,2.2892371,48.7904106,,,,,
2016785041,2.4832032,48.8375664,Sergio Bossi,,,,
2018187255,2.3803535,48.8615523,,,,,
2021910393,2.3565875,48.8220308,Miss Coiffure,Tu-Su 10:00-20:00,,,
2023196749,2.3108259,48.8200800,,,,,Avenue Pierre Brossolette
2026672321,2.3181994,48.8165102,M. Coiffure,Mo-Sa 09:00-19:30,,+33 1 57 63 70 10,
2028385388,2.3371428,48.9626681,Salon de Coiffure Style St Hair,,,,
2032095648,2.1842327,48.8058408,Jean Louis David,,,,
2033032562,2.3250939,48.9756121,Saint Algue,,,,
2033080269,2.3257044,48.9754744,Coiffure Delphine,,,,
2033120468,2.3256303,48.9763132,,,,,
2033242599,2.3289201,48.9592270,Coiffeur,,,,
2039022419,2.3469812,48.9750834,Coiffeur Zap Coiffure,,,,
2045908553,2.3942406,48.7930955,,,,,
2048549458,2.4607936,48.8933831,,,,,
2049105285,2.3847415,48.8523625,Kut,,,,
2051824614,2.2329248,48.9460376,Mode Coiffure,,,,
2051843548,2.2323776,48.9470646,New Look,,,,
2051872571,2.3365828,48.9753639,Coiffure Diffusion,,,,
2052942072,2.3191460,48.8175198,Valérie Thomas,,,+33147358670,
2052942073,2.3183116,48.8173719,Laurence Coiffure,Tu-Sa 09:30-18:00,,+33 1 42 53 57 00,
2054780815,2.3949017,48.7822276,Radmo Coiffure,,,,
2055892716,2.4324087,48.8450568,D'Hair,,,,
2056337094,2.3225163,48.8184308,Défini'tif,Tu-Sa 09:30-18:30,http://definitifcoiffure.free.fr/,+33 1 40 84 09 33,
2066694531,2.3181556,48.8159421,Carli Paris,Tu-Fr 09:00-19:30  Mo 10:00-19:30  Su 09:00-13:00,,,
2078337105,2.1858071,48.7995307,Franck Provost,Tu-Fr 09:30-19:00; Sa 09:00-18:00,,,Rue de Jouy
2078918437,2.4298650,48.8134215,,,,,
2079153384,2.2408472,48.8143436,Ramon Coiffeur Création,,,,
2079153385,2.2376392,48.8126498,,,,,
2079256347,2.2935348,48.8216413,L. B. Créations,,,,
2084076533,2.3608977,48.8154396,Coiffure,,,,
2084076546,2.3616511,48.8130329,,Mo-Su 09:00-19:00,,,
2086423568,2.2864469,48.8753802,,,,,
2087581909,2.4846675,48.8048461,Moulato,,,,
2093316959,2.3028021,48.7851821,,,,,
2096571804,2.3689489,48.8274661,MG Coiffure,,,,
2108571027,2.2647913,48.8427091,Haute Coiffure,,,,
2112672789,2.2630134,48.8420265,Joseph von Ramm,,,,
2125350860,2.3026379,48.8235106,Hair Styliste,,,+33.1 47 35 69 97,Avenue Pierre Larousse
2126706729,2.3034523,48.8223096,R'Mode,,,,
2134878760,2.3554787,48.8223018,Tage Coiffure,,,,
2137619600,2.3937049,48.7913957,,,,,
2137619615,2.3911777,48.7899415,,,,,
2137619619,2.3943816,48.7909877,Studio Roma,,,,
2137698956,2.3884721,48.7905427,,,,,
2137720932,2.3953651,48.7919266,Franck Provost,Tu-Sa 09:30-19:00,,,
2142850963,2.3899375,48.7895567,,,,,
2145074445,2.3896467,48.8445881,,,,,
2145074449,2.3895662,48.8446463,Ines d'Alexis,Mo-We Sa 09:30-19:00  Th Fr 09:30-20:00,,,
2145339065,2.3898612,48.8447169,Biguine,,,,
2145851422,2.3884738,48.8455808,Franck Provost,,,,
2149919129,2.4198981,48.8461051,Isabelle Turgis,,,,
2154724503,2.2205741,48.8421309,Tchip,,,,
2156358364,2.2192885,48.8441215,,,,,Rue de la Libération
2157472962,2.2633180,48.8409153,Objectif Coiffure,,,,
2161521583,2.2364378,48.8797631,Côté Style,Tu We Fr Sa 09:30-19:00  Th 10:00-20:00,,+33 1 47 72 00 76,Rue Jean Jaurès
2162801936,2.3008256,48.8680541,Claude Maxime,,,,
2165151657,2.2923210,48.8764790,,,,,
2167679203,2.2395456,48.8842582,Air Tiff,Mo-Fr 09:30-18:00  Sa 09:30-17:00,,+33 1 47 75 80 94,Rue Anatole France
2168979926,2.3431770,48.8939770,Le Barbier des Faubourgs,Mo-We 10:00-19:00  Fr-Sa 10:00-19:00  Su 10:00-14:00,www.facebook.fr/lebarbierdesfaubourgs,+33142590954,Rue Letort
2177176396,2.4844993,48.8370237,Frank Provost,,,,
2177725329,2.3498046,48.8203747,Ti Beauté,,,,
2177765924,2.3529215,48.8224553,Les Salons MG,,,,
2178785520,2.2400655,48.8830672,Gilles,Tu We Fr Sa 10:30-19:00  Mo 10:00-19:00  Th 10:00-20:30  Sa 09:30-19:00,,,Rue Marius Jacotot
2179835711,2.3706889,48.8538335,Eliecotto,,,,
2180084787,2.3936702,48.8499910,Le Saloon Coiffure,Tu-Sa 10:00-19:00,,,
2181333787,2.1880730,48.8454279,Lucia Contraste,,,,Rue de l'Église
2184027348,2.3631950,48.8222570,Anny,,,,
2184052289,2.3627440,48.8223228,Mo Ny,,,,
2184504921,2.3579940,48.8228260,Patrice Renouard Coiffure,,,,
2184553210,2.3562392,48.8230017,Top Coiffure,,,,
2184614794,2.3418942,48.8211750,Sophara Coiffure,Tu-Sa 09:30-19:00,,+33145886682,Rue Liard
2189065249,2.3602351,48.8193623,Coiffure K.Y.,,,,
2191682043,2.3612342,48.8144980,JN Coiffure esthétique,,,,Avenue de Fontainebleau
2193022764,2.3470332,48.8227415,Coiffure Roulot Michel,Tu-Fr 09:00-12:00 14:00-19:00; Sa 09:30-18:30; PH closed,,,
2193038550,2.3474813,48.8231779,Coiffure Pretty Hair,Mo-Sa 09:30-19:00; PH closed,,,
2193293817,2.3495912,48.8256535,Doriath,,,,
2193318708,2.3478362,48.8255609,Camille Albane,,,,
2193372769,2.3467542,48.8255948,P.Y.C.,,,,
2193378393,2.3463282,48.8256554,Tchip,Tu-Sa 10:00-19:00,,,
2193383787,2.3513480,48.8772795,Short Cut,Tu-Sa 09:00-19:00,,+33 1 47 70 94 24,
2193385660,2.3454115,48.8257770,Coiffeur Masculin,Tu-Sa 09:30-18:00,,,
2193385663,2.3457368,48.8257379,L'adresse,Mo-Th  Sa 09:30-18:30; Fr 09:30-20:00,,+33 1 45 88 78 20,
2193399817,2.3449288,48.8261010,,,,,
2193416200,2.3424216,48.8262335,C'Bio Color,Mo 10:30-19:00; Tu  We  Fr 09:30-19:00; Th 09:30-20:00; Sa 09:00-19:00,http://www.myaisai.com,+33145894288,
2194256994,2.3511181,48.8770555,Paris Mixte,,,,
2194256995,2.3551010,48.8765058,Tchip,,,,Rue de Chabrol
2194640658,2.3329140,48.8276469,31st Barber,,,,
2194658883,2.3324596,48.8279833,Perles sur Ongle,,,,Rue de la Tombe Issoire
2194669110,2.3322844,48.8279241,L'Hair dans le Vert,,,,Rue d'Alésia
2194736914,2.3306248,48.8277071,Nadia Boz,,,,
2194736915,2.3315779,48.8277101,Luc Gaspard,,,,
2194776661,2.3293454,48.8279442,Jourdan Coiffure,Tu-We 10:00-18:30; Th 10:00-20:30; Fr-Su 10:00-18:30,,+33143270052,Rue d'Alésia
2202821628,2.3627766,48.8097087,Bruno Melgani,,http://www.brunomelgani.com/,,Avenue de Fontainebleau
2206863615,2.3963201,48.8700585,Andréa Coiffure,,,,
2206976073,2.3470127,48.8252270,Lucia Coiffure,,http://www.lucia-iraci.com,,
2207032847,2.3440181,48.8229873,Nathalie N,Tu-Sa 09:00-19:00,,,
2207102128,2.3998931,48.8646039,,,,,
2216215920,2.3690204,48.8291319,L'atelier d'Alexandre,Mo-Th Fr 10:00-19:00  Th 10:00-20:00; Sa 09:00-19:00,http://paris-jeannedarc.franckprovost.com/,,
2216215926,2.3697576,48.8289601,Gina Gino Eleganzza,,,,
2216215927,2.3686644,48.8290467,Biocoiff,,http://www.biocoiff.com/,,
2217385828,2.3594148,48.8222517,Miss & Men Coiffure,,,,
2217392410,2.3598697,48.8223194,Agnès K.,,,,
2217495887,2.3646489,48.8218648,Tif' Folie,,,,
2217505729,2.3620259,48.8231543,Sun Salon Coiffure,Mo-Sa 09:30-19:30,,,
2217630181,2.3607696,48.8248230,Kim Hair Line,,,,
2217649182,2.3605461,48.8256315,Coiffure en Vogue,Mo We Fr Sa 10:30-19:30; Th 10:00-20:00,,,
2217674192,2.3607446,48.8259600,Ivry Coiffure,Mo-Sa 10:00-19:00,,,
2219737314,2.3274933,48.8225700,Elysse Coiffure,,,,
2219848300,2.3251018,48.8235357,Fabio Salsa,Mo 10:30-18:30; Tu We 10:00-19:00; Th 10:00-19:30; Fr Sa 10:00-19:00,,,
2219967046,2.3237543,48.8234053,Matériel de coiffure professionnel n°128,,,,
2219981801,2.3233350,48.8234629,Nuances Coiffure,,,+33 1 45 39 62 19,
2225306486,2.1837912,48.8794887,Le Salon,Tu-Fr 09:00-18:30; Sa 09:00-18:00,,,
2228716560,2.1828753,48.8788453,Adriano Tosca,,,,
2239379098,2.3018039,48.8355721,Biguine,,,,
2239392862,2.3010146,48.8360287,Franck Provost,,,,
2245451406,2.3624539,48.8890518,Centre Deni Hesko,,,,
2252705871,2.3141541,48.8255314,Lady's Colours,Tu-Sa 10:00-19:00; Sa 09:30-19:00,,,
2252734907,2.3121424,48.8263967,Bethania Hair Coiffure,,,,
2252776937,2.3111058,48.8262139,Coiffeur Fay's,,,,
2252820799,2.3068370,48.8275833,Coiffure Homme,,,,
2255926625,2.2773027,48.8430104,Patrick Guedj,,http://patrickguedj-paris.com,,Rue Balard
2256032139,2.3020007,48.8286574,Fashion Coiffure,,,,Boulevard Lefebvre
2256044700,2.2918244,48.8314189,Anita Coiffure,,,,Boulevard Lefebvre
2258768710,2.3067618,48.8276009,Tchip Coiffure,,,,
2258810113,2.2946248,48.8303961,Coiffe' Mod,Tu-Fr 09:00-18:00; Sa 09:00-17:00,,,Boulevard Lefebvre
2258859716,2.3000747,48.8286812,In Style Coiffure,,,,Boulevard Lefebvre
2264164953,2.1927330,48.8727719,,,,,
2265978836,2.2621276,48.8410128,L'appartement 116,,,,
2265983417,2.2631412,48.8406110,Jean-Pierre Coiffure,,,,
2267639279,2.2773379,48.8448699,,,,,Rue Balard
2267674525,2.2776061,48.8433730,George Faddoul,,,,Rue Balard
2267747898,2.3860212,48.8716752,Les Affranchiz,,,,
2267759262,2.2782391,48.8401814,L'Atelier 67,,,,Rue Balard
2271179790,2.3986669,48.7559840,TipTop,,,,
2273101060,2.3296297,48.8241510,Coiff 21,,,,
2273127776,2.3286272,48.8245702,Leila Coiffure,,https://www.leila-coiffure-paris.com/,,
2273195919,2.3208669,48.8253783,Salon de Coiffure,,,,Avenue Jean Moulin
2273222571,2.2828536,48.8437621,Jean Louis David,,,,Rue Saint-Charles
2273232849,2.2817989,48.8425524,Eric Stipa,,http://www.ericstipa.com,,Rue Saint-Charles
2273249433,2.2811995,48.8413987,Franck Provost,,,,Rue Saint-Charles
2284065691,2.4855879,48.8036645,Salon du Parc,Tu-Fr 08:30-12:00 14:00-19:00; Sa 08:30-12:30 14:00-18:30,,+33 1 48 83 08 22,
2290944624,2.2902622,48.8484092,Christian Echardour,,,,Rue de Lourmel
2290944634,2.2915828,48.8498977,Jean Louis David,,,,
2290944643,2.2919798,48.8500760,Jean-Claude Biguine,,,,Rue de Lourmel
2297729835,2.2272059,48.8705265,Franck Provost,,,,
2298283309,2.4488003,48.8528262,Syn Hair'Gie,,,,
2299697765,2.2673197,48.9146928,Aude Coiffure,,,,
2299891869,2.2679499,48.9151282,Atelier V,,,,
2300055414,2.2933553,48.9278769,,,,,
2301218853,2.3577928,48.8311185,203,,,,
2301379566,2.3614067,48.8323386,Institut Camélia Coiffure,,,,
2301511410,2.4373955,48.8489086,François Mazeau,Tu We Fr 09:00-19:00; Th 10:00-20:00; Sa 09:00-18:00,,,
2301882934,2.3569912,48.8303600,Mike Coiffure,,,,
2301882943,2.3567511,48.8268343,Jean Louis David,Mo-We Fr Sa 10:00-19:00; Th 11:00-20:00,,,
2302466864,2.3891472,48.8744881,,,,,
2302925422,2.3795426,48.8463508,,Tu-Sa 09:00-12:30  13:30-19:00; Su-Mo off,,,
2305186087,2.3608470,48.8900387,Chez Mongi Coiffure,,,,
2305186089,2.3605349,48.8910914,Swanny Coiffure,,,,
2305186099,2.3630758,48.8913561,,,,,
2311546296,2.2218967,48.7330399,Art et Couleurs,,,,Rue Pierre Lescot
2316031707,2.1981587,48.9206353,Style Coiffure,Mo-Sa 10:00-20:00; Su 11:00-19:00,,+33139132293,
2316276011,2.2063952,48.9232781,,,,,
2316276016,2.2073096,48.9233612,Studio FL,Tu-Th 09:00-12:00,,,
2316963562,2.4004645,48.7842936,Coiffure,,,,
2327358564,2.3082378,48.8108458,Chris,,,,
2329539546,2.3105031,48.8609227,Gislaine Coiffure,,,,
2332177318,2.3963795,48.8358677,New Look,,,,
2333853023,2.4232005,48.7992900,Jacim Coiffure,,,,
2334286036,2.3971888,48.8349472,,,,,
2334286045,2.3988937,48.8361254,HL Coiffure,,,,
2336070796,2.1942775,48.8623854,Franck Provost,Mo-Fr 09:00-20:00; Sa 09:30-19:30,,,avenue de Fouilleuse
2337531673,2.2042365,48.8657641,,,,,
2342410363,2.4353516,48.8467277,Cat' au Vent,,,,
2345239217,2.3089403,48.9058804,Coif'Moral,,,,
2345324860,2.3507842,48.8914688,Saco Coiffure,,,,
2347328882,2.2573353,48.9146970,Coiffure Jean Pablo,Tu-Su 09:30-13:00  Tu-Sa 14:00-19:00,,,
2349354173,2.3601079,48.8891149,Éric Gara,,,,
2354774017,2.3932369,48.7911325,,,,,
2361592118,2.2431453,48.7828436,,,,,
2363426804,2.3167630,48.8136815,Saint Algue,Mo-Fr 09:30-19:00; Sa 09:00-19:00,,,
2365654406,2.4349757,48.8482967,By Marciano,Mo-We Fr 09:30-19:30; Th 09:30-20:30; Sa 09:00-19:00,,,Rue de Fontenay
2365667364,2.2638672,48.8010588,Jean Louis David,Mo-Fr 09:30-19:00; Sa 09:00-19:00,https://www.jeanlouisdavid.com/salon-coiffure/coiffeur-clamart_s5032,,
2365667367,2.2642213,48.8015129,Franck Provost,Mo-Fr 10:00-19:00  Sa 09:30-19:00,,,
2365836695,2.3512461,48.8151476,D&H Barbe,,,+33.1 84 19 91 35,
2365888171,2.3514550,48.8159289,,,,,
2367110180,2.4047300,48.7639111,,,,,
2367110184,2.4049541,48.7643359,,,,,
2367579632,2.3155707,48.8122412,Mont-Barbier,Mo-Su 09:00-20:00,,,
2368520940,2.1961966,48.8939155,Coiffeur Ayoub,Mo-Sa 09:30-13:00 14:00-19:30,,,
2370870282,2.3886308,48.8136750,,,,,
2372196198,2.3039191,48.8406754,Franck Provost,,,,
2373131971,2.1903310,48.9250459,Anna Coiffure,,,,Avenue de la République
2376060600,2.3606243,48.8137161,,,,,
2376060601,2.3603619,48.8137278,,,,,
2379021638,2.3443768,48.8154884,Françoise Coiffure,,,,
2380217003,2.3182065,48.8897939,Lynda Coiffure,,,,
2380660327,2.4346549,48.7913417,Sofia' Coiffure,,,,
2387374852,2.3715120,48.8717372,Princillya,,,,
2387376816,2.3721113,48.8719103,Eden Coiffure,,,,
2387380199,2.3714730,48.8721618,Saint-Maur coiffure,,,,
2387385831,2.3708382,48.8729130,Coiffure,,,,
2387391512,2.3705108,48.8733563,Pyramides Coiffure,,,,
2393776127,2.2822290,48.7789208,Franck Provost,,,,rue Houdan
2394034521,2.3613739,48.8902224,New Star Coiffure,,,,
2394861655,2.3703356,48.8471966,,,,+33 1 43 40 66 67,
2394911643,2.3718930,48.8484525,Fred Coiffure,Tu-Sa 09:30-18:30;Fr 09:30-20:00,,+33143076742,
2398204210,2.2249821,48.7333497,,,,,
2403668712,2.2721408,48.8131879,Mathis,,,,
2405943800,2.4372125,48.8470860,Frank Provost,Mo-We Fr Sa 09:30-19:30; Th 09:30-20:00,,,
2408077403,2.4221181,48.8006827,Osmoz Coiffure Mixte,,,+33 1 43 76 96 65,
2408672200,2.3967365,48.8470081,Coiffure Bel Hair,,,,Avenue du Bel Air
2409683706,2.4093887,48.8423852,ZM Coiffure,Mo 10:30-16:00+  Tu Th Fr 10:00-17:00  We 13:00-15:00  Sa 09:30-17:00,,,
2413556958,2.1966727,48.8478277,Val Coiff,,,,Rue de Suresnes
2428529806,2.4367840,48.8457697,Camille Albane,Tu-We 10:00-19:00; Th-Fr 10:00-20:00; Sa 09:00-19:00,,,
2428529848,2.4367262,48.8454694,Jean-Claude Biguine,,,,
2428529958,2.4365409,48.8461217,Sergio Bossi,,,,
2434041647,2.3040730,48.7499235,Yannick & Guillaume,Tu-Fr 09:00-19:00; Sa 09:00-18:00,,,
2435592285,2.3951974,48.8167134,La Bichonnerie,,,,
2435592288,2.3931435,48.8153716,Florence Coiffure,Tu-Sa 09:00-12:00 13:00-19:00,,,Rue de la Gare
2435687443,2.3972399,48.8175940,,,,,Rue Lénine
2435687447,2.3976704,48.8178276,Coiffeur Parisien,,,,Rue Lénine
2438004594,2.4386091,48.8527667,Influence,,,,
2441303828,2.4355024,48.8506425,L'Atelier,"rendez-vous au 01 43 28 43 13",,,
2442555044,2.3588784,48.8095408,Coiffure Karim,,,,
2445450653,2.3412065,48.8463485,Emma Delorme,,,,
2448380870,2.4327554,48.8488863,Wella,,,,
2456796458,2.3128036,48.7530903,,,,,
2456796471,2.3129109,48.7537322,Toutou Star's,,,,
2456796498,2.3130880,48.7538825,Pour Homme,,,,
2458280770,2.2853564,48.8462720,Jean-Claude Biguine,Tu-Sa 10:00-19:00  Mo 11:00-19:00,,,Rue Saint-Charles
2458554226,2.3586702,48.8901448,Pascale Coiff',,,,
2461274483,2.4667348,48.8179723,Métamorphoses,,,,
2461274490,2.4674562,48.8171981,,,,,
2469086278,2.3273536,48.8757505,Joffo,,,,
